Labels:; RVT81 Vlhkost_0,3m; RVT81 Teplota_0,3m; RVT81 Vlhkost 2m; RVT81 Teplota 2m; PT100 Teplota; PT100 Teplota 2; WS200 Rychlost Větru; WS200 Směr Větru; Hukseflux; NR Lite 2; Srážkoměr; Vlhk. půdy 10cm; Tepl. půdy 10cm; Vlhk. půdy 25cm; Tepl. půdy 25cm; Abs. tlak vzduchu; WS200 Quality; WS200 V-MAX; VACCU; Srážkoměr
Units:; %; °C; %; °C; °C; °C; m/s; °; W/m2; W/m2; mm; %; °C; %; °C; hPa; %; m/s; V; mm
25.07.2024 00:10:00; 96.6; 8.8; 96.2; 8.8; 13.41; 11.66; 0.48; 3487; 0.72; -4.42; 0.0; 77.6; 12.3; 58.4; 13.2;  ;  ;  ; 13.04; 60.7
25.07.2024 00:20:00; 96.6; 8.8; 96.2; 8.8; 13.38; 11.65; 0.47; 3516; 0.98; -4.42; 0.0; 77.6; 12.3; 58.4; 13.2;  ;  ;  ; 13.04; 60.7
25.07.2024 00:30:00; 96.6; 8.7; 96.2; 8.7; 13.36; 11.64; 0.67; 1; 1.21; -4.41; 0.0; 77.6; 12.3; 58.4; 13.1;  ;  ;  ; 13.04; 60.7
25.07.2024 00:40:00; 96.6; 8.7; 96.2; 8.7; 13.33; 11.63; 0.50; 3589; 0.67; -4.42; 0.0; 77.6; 12.3; 58.4; 13.1;  ;  ;  ; 13.04; 60.7
25.07.2024 00:50:00; 96.6; 8.5; 96.2; 8.5; 13.31; 11.62; 0.75; 3510; 1.22; -4.43; 0.0; 77.6; 12.3; 58.4; 13.1;  ;  ;  ; 13.04; 60.7
25.07.2024 01:00:00; 96.6; 8.6; 96.2; 8.5; 13.28; 11.61; 0.68; 3513; 1.53; -4.45; 0.0; 77.6; 12.3; 58.4; 13.1;  ;  ;  ; 13.04; 60.7
25.07.2024 01:10:00; 96.6; 8.3; 96.2; 8.3; 13.26; 11.60; 0.62; 3574; 3.45; -4.48; 0.0; 77.6; 12.3; 58.4; 13.0;  ;  ;  ; 13.04; 60.7
25.07.2024 01:20:00; 96.6; 8.4; 96.2; 8.3; 13.24; 11.58; 0.51; 3559; 2.53; -4.51; 0.0; 77.6; 12.3; 58.4; 13.0;  ;  ;  ; 13.04; 60.7
25.07.2024 01:30:00; 96.6; 8.5; 96.2; 8.5; 13.22; 11.57; 0.65; 3557; 1.22; -4.55; 0.0; 77.6; 12.3; 58.4; 13.0;  ;  ;  ; 12.98; 60.7
25.07.2024 01:40:00; 96.6; 8.5; 96.2; 8.5; 13.20; 11.56; 0.58; 3466; 0.71; -4.58; 0.0; 77.6; 12.3; 58.4; 12.9;  ;  ;  ; 12.98; 60.7
25.07.2024 01:50:00; 96.6; 8.5; 96.2; 8.5; 13.17; 11.55; 0.64; 3499; 0.83; -4.62; 0.0; 77.6; 12.3; 58.4; 12.9;  ;  ;  ; 13.04; 60.7
25.07.2024 02:00:00; 96.6; 8.3; 96.2; 8.3; 13.15; 11.54; 0.42; 3448; 1.12; -4.63; 0.0; 77.6; 12.3; 58.4; 12.9;  ;  ;  ; 12.98; 60.7
25.07.2024 02:10:00; 96.6; 8.2; 96.2; 8.2; 13.13; 11.53; 0.36; 3433; 1.28; -4.64; 0.0; 77.6; 12.3; 58.4; 12.8;  ;  ;  ; 12.98; 60.7
25.07.2024 02:20:00; 96.6; 8.3; 96.2; 8.2; 13.10; 11.52; 0.41; 3481; 1.36; -4.64; 0.0; 77.6; 12.3; 58.4; 12.9;  ;  ;  ; 12.98; 60.7
25.07.2024 02:30:00; 96.6; 8.2; 96.2; 8.2; 13.09; 11.51; 0.45; 3398; 1.22; -4.63; 0.0; 77.6; 12.3; 58.4; 12.8;  ;  ;  ; 12.98; 60.7
25.07.2024 02:40:00; 96.6; 8.1; 96.2; 8.1; 13.06; 11.49; 0.30; 3251; 0.96; -4.63; 0.0; 77.6; 12.3; 58.4; 12.8;  ;  ;  ; 12.98; 60.7
25.07.2024 02:50:00; 96.6; 8.1; 96.2; 8.0; 13.04; 11.48; 0.34; 3499; 4.25; -4.63; 0.0; 77.6; 12.3; 58.4; 12.8;  ;  ;  ; 13.04; 60.7
25.07.2024 03:00:00; 96.6; 8.0; 96.2; 8.0; 13.02; 11.47; 0.43; 3452; 1.13; -4.63; 0.0; 77.6; 12.4; 58.4; 12.7;  ;  ;  ; 13.04; 60.7
25.07.2024 03:10:00; 96.6; 8.1; 96.2; 8.0; 13.00; 11.46; 0.28; 3275; 1.95; -4.64; 0.0; 77.6; 12.3; 58.4; 12.7;  ;  ;  ; 13.04; 60.7
25.07.2024 03:20:00; 96.6; 7.9; 96.2; 7.9; 12.98; 11.44; 0.48; 3492; 1.68; -4.66; 0.0; 77.6; 12.4; 58.4; 12.7;  ;  ;  ; 13.04; 60.7
25.07.2024 03:30:00; 96.6; 7.9; 96.2; 7.9; 12.96; 11.43; 0.38; 3251; 0.99; -4.68; 0.0; 77.6; 12.3; 58.4; 12.6;  ;  ;  ; 12.98; 60.7
25.07.2024 03:40:00; 96.6; 7.9; 96.2; 7.8; 12.94; 11.42; 0.38; 3462; 0.93; -4.69; 0.0; 77.6; 12.3; 58.4; 12.6;  ;  ;  ; 12.98; 60.7
25.07.2024 03:50:00; 96.6; 7.8; 96.2; 7.8; 12.92; 11.40; 0.24; 3225; 1.21; -4.70; 0.0; 77.6; 12.3; 58.4; 12.6;  ;  ;  ; 12.98; 60.7
25.07.2024 04:00:00; 96.6; 7.9; 96.2; 7.8; 12.90; 11.39; 0.26; 3477; 1.43; -4.71; 0.0; 77.6; 12.3; 58.5; 12.6;  ;  ;  ; 12.98; 60.7
25.07.2024 04:10:00; 96.6; 7.9; 96.2; 7.8; 12.88; 11.37; 0.23; 3250; 1.06; -4.71; 0.0; 77.6; 12.3; 58.5; 12.5;  ;  ;  ; 12.98; 60.7
25.07.2024 04:20:00; 96.6; 7.9; E10; 7.8; 12.86; 11.36; 0.23; 3283; 1.16; -4.70; 0.0; 77.6; 12.3; 58.5; 12.5;  ;  ;  ; 12.98; 60.7
25.07.2024 04:30:00; 96.6; 7.8; 96.2; 7.7; 12.84; 11.34; 0.47; 3573; 1.55; -4.67; 0.0; 77.6; 12.3; 58.5; 12.5;  ;  ;  ; 13.04; 60.7
25.07.2024 04:40:00; 96.6; 7.7; 96.2; 7.7; 12.83; 11.33; 0.26; 3316; 1.28; -4.64; 0.0; 77.6; 12.3; 58.5; 12.5;  ;  ;  ; 12.93; 60.7
25.07.2024 04:50:00; 96.6; 7.6; 96.2; 7.6; 12.81; 11.32; 0.31; 3337; 4.49; -4.64; 0.0; 77.6; 12.3; 58.5; 12.5;  ;  ;  ; 12.98; 60.7
25.07.2024 05:00:00; 96.6; 7.6; 96.2; 7.5; 12.79; 11.31; 0.30; 3383; 1.51; -4.65; 0.0; 77.6; 12.3; 58.5; 12.5;  ;  ;  ; 12.98; 60.7
25.07.2024 05:10:00; 96.6; 7.7; 96.2; 7.6; 12.77; 11.30; 0.28; 3326; 0.91; -4.65; 0.0; 77.6; 12.3; 58.5; 12.5;  ;  ;  ; 13.04; 60.7
25.07.2024 05:20:00; 96.6; 7.6; 96.2; 7.6; 12.75; 11.29; 0.27; 3219; 2.98; -4.66; 0.0; 77.6; 12.3; 58.5; 12.4;  ;  ;  ; 12.98; 60.7
25.07.2024 05:30:00; 96.6; 7.6; 96.2; 7.5; 12.73; 11.27; 0.30; 3193; 0.97; -4.67; 0.0; 77.6; 12.3; 58.5; 12.4;  ;  ;  ; 12.98; 60.7
25.07.2024 05:40:00; 96.6; 7.6; 96.2; 7.5; 12.72; 11.26; 0.28; 3340; 0.55; -4.66; 0.0; 77.6; 12.3; 58.5; 12.3;  ;  ;  ; 12.93; 60.7
25.07.2024 05:50:00; 96.6; 7.5; 96.2; 7.4; 12.70; 11.25; 0.49; 3217; 0.75; -4.65; 0.0; 77.6; 12.3; 58.5; 12.4;  ;  ;  ; 12.98; 60.7
25.07.2024 06:00:00; 96.6; 7.5; 96.2; 7.4; 12.68; 11.24; 0.33; 3593; -1.28; -4.63; 0.0; 77.6; 12.3; 58.5; 12.3;  ;  ;  ; 12.98; 60.7
25.07.2024 06:10:00; 96.6; 7.6; 96.2; 7.5; 12.67; 11.22; 0.22; 3080; -0.91; -4.61; 0.0; 77.6; 12.4; 58.5; 12.3;  ;  ;  ; 12.98; 60.7
25.07.2024 06:20:00; 96.6; 7.6; 96.2; 7.5; 12.65; 11.21; 0.34; 3485; -1.07; -4.58; 0.0; 77.6; 12.3; 58.5; 12.3;  ;  ;  ; 13.04; 60.7
25.07.2024 06:30:00; 96.6; 7.4; 96.2; 7.3; 12.64; 11.20; 0.22; 3434; -2.02; -4.55; 0.0; 77.6; 12.3; 58.5; 12.3;  ;  ;  ; 12.98; 60.7
25.07.2024 06:40:00; 96.6; 7.5; 96.2; 7.4; 12.62; 11.19; 0.30; 3196; -6.52; -4.50; 0.0; 77.6; 12.3; 58.5; 12.3;  ;  ;  ; 13.04; 60.7
25.07.2024 06:50:00; 96.6; 7.6; 96.2; 7.4; 12.60; 11.18; 0.27; 3578; -3.43; -4.45; 0.0; 77.6; 12.3; 58.5; 12.2;  ;  ;  ; 13.09; 60.7
25.07.2024 07:00:00; 96.6; 7.6; 96.2; 7.4; 12.58; 11.17; 0.43; 3420; -5.78; -4.37; 0.0; 77.6; 12.3; 58.5; 12.3;  ;  ;  ; 13.04; 60.7
25.07.2024 07:10:00; 96.6; 7.5; 96.2; 7.3; 12.57; 11.16; 0.28; 3469; -3.65; -4.27; 0.0; 77.6; 12.4; 58.5; 12.2;  ;  ;  ; 13.09; 60.7
25.07.2024 07:20:00; 96.6; 7.7; 96.2; 7.5; 12.55; 11.15; 0.24; 3278; -11.68; -4.14; 0.0; 77.6; 12.3; 58.5; 12.2;  ;  ;  ; 13.09; 60.7
25.07.2024 07:30:00; 96.6; 7.7; 96.2; 7.5; 12.54; 11.14; 0.36; 3093; -10.25; -4.02; 0.0; 77.6; 12.3; 58.5; 12.2;  ;  ;  ; 13.19; 60.7
25.07.2024 07:40:00; 96.6; 8.0; 96.2; 7.6; 12.52; 11.12; 0.06; 3300; -23.19; -3.89; 0.0; 77.6; 12.4; 58.5; 12.2;  ;  ;  ; 13.19; 60.7
25.07.2024 07:50:00; 96.6; 8.0; 96.2; 7.6; 12.50; 11.11; 0.39; 3573; -10.14; -3.74; 0.0; 77.6; 12.3; 58.5; 12.2;  ;  ;  ; 13.29; 60.7
25.07.2024 08:00:00; 96.6; 8.1; 96.2; 7.7; 12.49; 11.10; 0.28; 3304; -16.75; -3.50; 0.0; 77.6; 12.3; 58.5; 12.3;  ;  ;  ; 13.35; 60.7
25.07.2024 08:10:00; 96.6; 8.0; 96.2; 7.6; 12.48; 11.10; 0.37; 3308; -11.33; -3.22; 0.0; 77.6; 12.3; 58.5; 12.3;  ;  ;  ; 13.45; 60.7
25.07.2024 08:20:00; 96.6; 8.3; 96.2; 7.7; 12.46; 11.09; 0.49; 3492; -28.53; -2.97; 0.0; 77.6; 12.3; 58.5; 12.3;  ;  ;  ; 13.50; 60.7
25.07.2024 08:30:00; 96.6; 8.3; 96.2; 7.8; 12.45; 11.08; 0.35; 3577; -73.89; -2.76; 0.0; 77.6; 12.3; 58.5; 12.3;  ;  ;  ; 13.65; 60.7
25.07.2024 08:40:00; 92.9; 9.8; 96.2; 8.6; 12.44; 11.07; 0.33; 3571; -20.43; -2.51; 0.0; 77.6; 12.3; 58.5; 12.3;  ;  ;  ; 13.50; 60.7
25.07.2024 08:50:00; 92.2; 9.4; 95.9; 8.5; 12.42; 11.07; 0.27; 136; -24.58; -2.14; 0.0; 77.6; 12.3; 58.5; 12.4;  ;  ;  ; 13.45; 60.7
25.07.2024 09:00:00; 92.7; 9.2; 93.3; 8.4; 12.41; 11.07; 0.23; 3406; -8.02; -1.55; 0.0; 77.6; 12.3; 58.5; 12.4;  ;  ;  ; 13.40; 60.7
25.07.2024 09:10:00; 95.3; 8.6; 95.8; 8.1; 12.40; 11.07; 0.29; 3164; -8.75; -0.95; 0.0; 77.6; 12.3; 58.5; 12.5;  ;  ;  ; 13.40; 60.7
25.07.2024 09:20:00; 96.6; 8.4; 96.2; 8.0; 12.39; 11.07; 0.25; 3423; -3.66; -0.52; 0.0; 77.6; 12.3; 58.5; 12.5;  ;  ;  ; 13.35; 60.7
25.07.2024 09:30:00; 94.3; 8.8; 95.5; 8.0; 12.38; 11.07; 0.36; 3029; -58.21; -0.34; 0.0; 77.6; 12.3; 58.5; 12.6;  ;  ;  ; 13.29; 60.7
25.07.2024 09:40:00; 87.3; 11.0; 89.6; 9.4; 12.37; 11.06; 0.37; 3491; -57.86; -0.32; 0.0; 77.6; 12.3; 58.5; 12.6;  ;  ;  ; 13.40; 60.7
25.07.2024 09:50:00; 90.0; 10.4; 92.1; 9.2; 12.36; 11.06; 0.27; 31; -38.92; -0.13; 0.0; 77.6; 12.3; 58.5; 12.6;  ;  ;  ; 13.35; 60.7
25.07.2024 10:00:00; 85.9; 11.7; 89.6; 9.9; 12.36; 11.06; 0.30; 107; -58.91; 0.54; 0.0; 77.6; 12.3; 58.5; 12.7;  ;  ;  ; 13.40; 60.7
25.07.2024 10:10:00; 76.7; 12.3; 80.8; 10.0; 12.34; 11.05; 0.22; 3268; -69.37; 1.37; 0.0; 77.6; 12.3; 58.4; 12.8;  ;  ;  ; 13.40; 60.7
25.07.2024 10:20:00; 81.3; 11.2; 84.9; 9.7; 12.34; 11.06; 0.38; 180; -53.05; 2.49; 0.0; 77.6; 12.3; 58.4; 12.9;  ;  ;  ; 13.35; 60.7
25.07.2024 10:30:00; 84.8; 10.1; 86.7; 9.0; 12.34; 11.06; 0.36; 3480; -27.90; 3.92; 0.0; 77.6; 12.3; 58.4; 13.0;  ;  ;  ; 13.45; 60.7
25.07.2024 10:40:00; 85.4; 10.0; 87.8; 8.9; 12.34; 11.07; 0.39; 45; -26.83; 5.01; 0.0; 77.6; 12.3; 58.4; 13.2;  ;  ;  ; 13.45; 60.7
25.07.2024 10:50:00; 83.2; 10.8; 85.1; 9.3; 12.34; 11.08; 0.30; 185; -164.07; 5.51; 0.0; 77.6; 12.3; 58.4; 13.2;  ;  ;  ; 13.35; 60.7
25.07.2024 11:00:00; 75.5; 12.0; 79.0; 9.9; 12.34; 11.09; 0.18; 96; -150.26; 5.67; 0.0; 77.6; 12.3; 58.4; 13.3;  ;  ;  ; 13.29; 60.7
25.07.2024 11:10:00; 74.5; 12.6; 77.0; 10.5; 12.34; 11.09; 0.31; 3336; -104.30; 6.22; 0.0; 77.6; 12.3; 58.4; 13.4;  ;  ;  ; 13.35; 60.7
25.07.2024 11:20:00; 74.0; 12.2; 78.2; 10.4; 12.34; 11.10; 0.41; 50; -48.53; 7.39; 0.0; 77.6; 12.3; 58.3; 13.5;  ;  ;  ; 13.29; 60.7
25.07.2024 11:30:00; 79.1; 12.1; 82.0; 10.4; 12.35; 11.11; 0.24; 3584; -42.24; 8.97; 0.0; 77.6; 12.3; 58.3; 13.7;  ;  ;  ; 13.35; 60.7
25.07.2024 11:40:00; 76.2; 11.9; 79.9; 10.3; 12.36; 11.12; 0.11; 245; -71.81; 10.34; 0.0; 77.6; 12.3; 58.3; 13.8;  ;  ;  ; 13.50; 60.7
25.07.2024 11:50:00; 71.9; 13.2; 76.1; 11.0; 12.37; 11.13; 0.26; 235; -162.44; 11.16; 0.0; 77.6; 12.3; 58.3; 13.9;  ;  ;  ; 13.50; 60.7
25.07.2024 12:00:00; 68.8; 14.2; 73.6; 11.7; 12.37; 11.14; 0.37; 28; -156.04; 12.10; 0.0; 77.6; 12.3; 58.2; 14.1;  ;  ;  ; 13.29; 60.7
25.07.2024 12:10:00; 69.7; 13.1; 72.8; 11.1; 12.38; 11.16; 0.22; 3474; -67.10; 13.86; 0.0; 77.6; 12.3; 58.2; 14.3;  ;  ;  ; 13.29; 60.7
25.07.2024 12:20:00; 66.0; 14.8; 70.0; 11.9; 12.40; 11.17; 0.35; 3427; -120.81; 15.85; 0.0; 77.6; 12.3; 58.2; 14.6;  ;  ;  ; 13.29; 60.7
25.07.2024 12:30:00; 66.9; 13.3; 69.3; 11.2; 12.42; 11.19; 0.16; 3091; -67.76; 17.57; 0.0; 77.6; 12.3; 58.2; 14.8;  ;  ;  ; 13.29; 60.7
25.07.2024 12:40:00; 68.0; 14.8; 72.2; 12.2; 12.44; 11.21; 0.28; 3332; -174.53; 19.05; 0.0; 77.6; 12.3; 58.1; 15.1;  ;  ;  ; 13.65; 60.7
25.07.2024 12:50:00; 65.6; 14.8; 68.7; 12.3; 12.46; 11.22; 0.24; 56; -142.18; 20.19; 0.0; 77.6; 12.3; 58.1; 15.2;  ;  ;  ; 13.24; 60.7
25.07.2024 13:00:00; 55.2; 15.4; 62.7; 12.9; 12.48; 11.24; 0.05; 407; -163.12; 21.92; 0.0; 77.6; 12.3; 58.1; 15.5;  ;  ;  ; 13.24; 60.7
25.07.2024 13:10:00; 61.2; 15.2; 66.0; 12.6; 12.51; 11.27; 0.32; 3493; -80.47; 23.99; 0.0; 77.6; 12.3; 58.0; 15.8;  ;  ;  ; 13.24; 60.7
25.07.2024 13:20:00; 66.9; 15.3; 72.0; 12.6; 12.54; 11.29; 0.30; 201; -154.31; 25.94; 0.0; 77.6; 12.3; 58.0; 16.1;  ;  ;  ; 13.35; 60.7
25.07.2024 13:30:00; 67.8; 12.9; 71.9; 11.3; 12.59; 11.32; 0.13; 3049; -33.35; 27.29; 0.0; 77.6; 12.3; 57.9; 16.3;  ;  ;  ; 13.24; 60.7
25.07.2024 13:40:00; 62.2; 14.9; 67.1; 12.4; 12.62; 11.36; 0.10; 3056; -48.25; 27.60; 0.0; 77.6; 12.3; 57.9; 16.5;  ;  ;  ; 13.35; 60.7
25.07.2024 13:50:00; 70.2; 13.7; 73.4; 12.0; 12.68; 11.39; 0.45; 3577; -56.30; 26.78; 0.0; 77.6; 12.3; 57.8; 16.6;  ;  ;  ; 13.29; 60.7
25.07.2024 14:00:00; 69.9; 12.8; 73.8; 11.6; 12.73; 11.42; 0.14; 232; -36.32; 26.50; 0.0; 77.6; 12.3; 57.8; 16.7;  ;  ;  ; 13.35; 60.7
25.07.2024 14:10:00; 71.5; 13.2; 72.4; 11.9; 12.79; 11.46; 0.26; 125; -40.22; 25.88; 0.0; 77.6; 12.3; 57.7; 16.8;  ;  ;  ; 13.40; 60.7
25.07.2024 14:20:00; 70.3; 13.2; 71.8; 12.1; 12.85; 11.49; 0.19; 228; -38.08; 24.80; 0.0; 77.6; 12.3; 57.7; 16.8;  ;  ;  ; 13.55; 60.7
25.07.2024 14:30:00; 72.5; 12.6; 73.4; 11.6; 12.91; 11.52; 0.26; 3523; -26.99; 23.59; 0.0; 77.6; 12.3; 57.6; 16.8;  ;  ;  ; 13.35; 60.7
25.07.2024 14:40:00; 68.9; 12.9; 69.1; 11.8; 12.98; 11.55; 0.32; 3444; -56.28; 22.27; 0.0; 77.6; 12.3; 57.6; 16.8;  ;  ;  ; 13.35; 60.7
25.07.2024 14:50:00; 69.7; 13.0; 70.9; 11.9; 13.04; 11.58; 0.16; 15; -36.32; 20.80; 0.0; 77.6; 12.3; 57.6; 16.7;  ;  ;  ; 13.40; 60.7
25.07.2024 15:00:00; 67.6; 13.5; 69.5; 12.2; 13.12; 11.61; 0.17; 3575; -21.77; 19.54; 0.0; 77.6; 12.3; 57.6; 16.7;  ;  ;  ; 13.35; 60.7
25.07.2024 15:10:00; 70.5; 12.7; 70.7; 11.9; 13.18; 11.64; 0.19; 212; -25.01; 18.63; 0.0; 77.6; 12.2; 57.3; 16.7;  ;  ;  ; 13.35; 60.7
25.07.2024 15:20:00; 68.9; 12.8; 69.0; 11.9; 13.24; 11.67; 0.35; 3419; -31.35; 17.79; 0.0; 77.6; 12.3; 57.3; 16.6;  ;  ;  ; 13.71; 60.7
25.07.2024 15:30:00; 70.2; 12.7; 70.7; 12.0; 13.30; 11.69; 0.24; 607; -20.48; 16.79; 0.0; 77.6; 12.3; 57.2; 16.6;  ;  ;  ; 13.45; 60.7
25.07.2024 15:40:00; 68.0; 12.8; 69.0; 11.9; 13.36; 11.71; 0.18; 196; -23.03; 15.78; 0.0; 77.6; 12.3; 57.2; 16.5;  ;  ;  ; 13.45; 60.7
25.07.2024 15:50:00; 66.6; 12.6; 67.1; 11.8; 13.41; 11.73; 0.14; 3504; -21.39; 14.81; 0.0; 77.6; 12.3; 57.1; 16.5;  ;  ;  ; 13.29; 60.7
25.07.2024 16:00:00; 66.5; 12.6; 67.2; 11.9; 13.46; 11.75; 0.23; 436; -25.32; 13.89; 0.0; 77.6; 12.3; 57.1; 16.4;  ;  ;  ; 13.35; 60.7
25.07.2024 16:10:00; 69.6; 12.6; 69.8; 12.0; 13.51; 11.77; 0.35; 48; -16.46; 13.02; 0.0; 77.6; 12.3; 57.1; 16.4;  ;  ;  ; 13.35; 60.7
25.07.2024 16:20:00; 67.7; 12.6; 67.3; 12.0; 13.55; 11.79; 0.32; 69; -31.68; 12.26; 0.0; 77.6; 12.3; 57.0; 16.3;  ;  ;  ; 13.40; 60.7
25.07.2024 16:30:00; 66.7; 13.8; 67.0; 12.7; 13.59; 11.80; 0.22; 3354; -33.25; 11.56; 0.0; 77.6; 12.3; 57.0; 16.3;  ;  ;  ; 13.40; 60.7
25.07.2024 16:40:00; 65.2; 13.6; 66.7; 12.5; 13.63; 11.82; 0.47; 3549; -41.25; 10.96; 0.0; 77.6; 12.3; 57.0; 16.3;  ;  ;  ; 13.40; 60.7
25.07.2024 16:50:00; 66.2; 13.8; 67.1; 12.6; 13.66; 11.83; 0.24; 3521; -28.77; 10.57; 0.0; 77.6; 12.3; 57.0; 16.2;  ;  ;  ; 13.29; 60.7
25.07.2024 17:00:00; 65.8; 13.8; 67.0; 12.6; 13.69; 11.84; 0.48; 3483; -60.37; 10.36; 0.0; 77.6; 12.3; 57.0; 16.2;  ;  ;  ; 13.40; 60.7
25.07.2024 17:10:00; 67.0; 13.7; 67.8; 12.6; 13.72; 11.86; 0.40; 3560; -38.91; 10.28; 0.0; 77.6; 12.3; 56.9; 16.3;  ;  ;  ; 13.50; 60.7
25.07.2024 17:20:00; 63.6; 14.5; 66.0; 12.9; 13.74; 11.87; 0.32; 3495; -86.24; 10.23; 0.0; 77.6; 12.3; 56.9; 16.3;  ;  ;  ; 13.40; 60.7
25.07.2024 17:30:00; 62.9; 14.0; 64.1; 12.8; 13.76; 11.88; 0.29; 75; -37.06; 10.18; 0.0; 77.6; 12.2; 56.9; 16.3;  ;  ;  ; 13.55; 60.7
25.07.2024 17:40:00; 64.4; 13.8; 65.5; 12.6; 13.78; 11.90; 0.23; 344; -49.28; 10.25; 0.0; 77.6; 12.3; 56.9; 16.4;  ;  ;  ; 13.35; 60.7
25.07.2024 17:50:00; 64.7; 14.1; 66.7; 12.8; 13.80; 11.91; 0.25; 182; -42.49; 10.31; 0.0; 77.6; 12.3; 56.8; 16.4;  ;  ;  ; 13.40; 60.7
25.07.2024 18:00:00; 66.3; 13.7; 67.7; 12.6; 13.82; 11.93; 0.37; 20; -36.08; 10.24; 0.0; 77.6; 12.2; 56.8; 16.4;  ;  ;  ; 13.40; 60.7
25.07.2024 18:10:00; 66.3; 13.8; 67.4; 12.6; 13.84; 11.94; 0.16; 3426; -36.80; 10.03; 0.0; 77.6; 12.3; 56.8; 16.4;  ;  ;  ; 13.40; 60.7
25.07.2024 18:20:00; 68.3; 13.1; 69.0; 12.2; 13.86; 11.96; 0.26; 64; -11.36; 9.69; 0.0; 77.6; 12.3; 56.8; 16.4;  ;  ;  ; 13.40; 60.7
25.07.2024 18:30:00; 70.7; 12.5; 71.1; 11.8; 13.88; 11.98; 0.25; 3552; -7.42; 9.24; 0.0; 77.6; 12.3; 56.8; 16.4;  ;  ;  ; 13.35; 60.7
25.07.2024 18:40:00; 69.7; 12.9; 70.1; 12.1; 13.90; 11.99; 0.25; 153; -9.66; 8.67; 0.0; 77.6; 12.3; 56.8; 16.4;  ;  ;  ; 13.55; 60.7
25.07.2024 18:50:00; 72.1; 12.1; 72.7; 11.5; 13.92; 12.01; 0.15; 16; -16.26; 7.96; 0.0; 77.6; 12.3; 56.7; 16.3;  ;  ;  ; 13.50; 60.7
25.07.2024 19:00:00; 72.7; 12.0; 72.9; 11.5; 13.94; 12.03; 0.16; 3564; -18.87; 7.25; 0.0; 77.6; 12.3; 56.7; 16.2;  ;  ;  ; 13.45; 60.7
25.07.2024 19:10:00; 71.3; 12.4; 71.7; 11.7; 13.96; 12.04; 0.27; 3441; 1.50; 6.56; 0.0; 77.6; 12.2; 56.7; 16.2;  ;  ;  ; 13.35; 60.7
25.07.2024 19:20:00; 72.8; 11.9; 72.9; 11.4; 13.98; 12.06; 0.28; 3566; 3.12; 5.89; 0.0; 77.6; 12.3; 56.7; 16.1;  ;  ;  ; 13.35; 60.7
