Labels:; RVT81 Vlhkost_0,3m; RVT81 Teplota_0,3m; RVT81 Vlhkost 2m; RVT81 Teplota 2m; PT100 Teplota; PT100 Teplota 2; WS200 Rychlost Větru; WS200 Směr Větru; Hukseflux; NR Lite 2; Srážkoměr; Vlhk. půdy 10cm; Tepl. půdy 10cm; Vlhk. půdy 25cm; Tepl. půdy 25cm; Abs. tlak vzduchu; WS200 Quality; WS200 V-MAX; VACCU; Srážkoměr
Units:; %; °C; %; °C; °C; °C; m/s; °; W/m2; W/m2; mm; %; °C; %; °C; hPa; %; m/s; V; mm
30.08.2024 00:01:00; 94.6; 11.4; 77.1; 15.6; 14.76; 14.23; 1.50; 202; 11.22; -4.18; 0.0; 74.6; 12.9; 51.2; 15.0;  ;  ;  ; 13.09; 218.6
30.08.2024 00:02:00; 93.8; 11.4; 76.9; 15.6; 14.75; 14.22; 1.60; 203; 10.85; -4.19; 0.0; 74.6; 12.8; 51.2; 15.0;  ;  ;  ; 13.09; 218.6
30.08.2024 00:03:00; 93.7; 11.5; 76.9; 15.5; 14.75; 14.22; 1.60; 204; 10.68; -4.20; 0.0; 74.6; 12.8; 51.2; 15.0;  ;  ;  ; 13.09; 218.6
30.08.2024 00:04:00; 93.8; 11.5; 76.9; 15.5; 14.75; 14.21; 1.50; 205; 10.78; -4.21; 0.0; 74.6; 12.9; 51.2; 15.0;  ;  ;  ; 13.09; 218.6
30.08.2024 00:05:00; 93.8; 11.5; 76.8; 15.4; 14.74; 14.21; 1.50; 206; 10.84; -4.22; 0.0; 74.6; 12.9; 51.2; 15.0;  ;  ;  ; 13.09; 218.6
30.08.2024 00:06:00; 93.3; 11.4; 76.6; 15.4; 14.74; 14.21; 1.50; 207; 11.22; -4.23; 0.0; 74.6; 12.9; 51.2; 15.0;  ;  ;  ; 13.09; 218.6
30.08.2024 00:07:00; 92.8; 11.4; 76.3; 15.5; 14.74; 14.20; 1.50; 209; 10.29; -4.24; 0.0; 74.6; 12.8; 51.2; 15.0;  ;  ;  ; 13.04; 218.6
30.08.2024 00:08:00; 92.5; 11.4; 75.5; 15.5; 14.74; 14.20; 1.50; 210; 10.86; -4.25; 0.0; 74.6; 12.8; 51.2; 15.0;  ;  ;  ; 13.09; 218.6
30.08.2024 00:09:00; 92.5; 11.4; 75.0; 15.5; 14.73; 14.20; 1.50; 210; 10.97; -4.26; 0.0; 74.6; 12.9; 51.2; 15.0;  ;  ;  ; 13.04; 218.6
30.08.2024 00:10:00; 92.0; 11.5; 74.4; 15.5; 14.73; 14.19; 1.50; 211; 11.14; -4.27; 0.0; 74.6; 12.8; 51.2; 15.0;  ;  ;  ; 13.09; 218.6
30.08.2024 00:11:00; 91.4; 11.5; 73.7; 15.5; 14.73; 14.19; 1.50; 211; 11.26; -4.29; 0.0; 74.6; 12.9; 51.2; 15.0;  ;  ;  ; 13.09; 218.6
30.08.2024 00:12:00; 91.1; 11.6; 73.5; 15.5; 14.72; 14.19; 1.60; 211; 11.12; -4.30; 0.0; 74.6; 12.8; 51.2; 15.0;  ;  ;  ; 13.09; 218.6
30.08.2024 00:13:00; 90.8; 11.6; 73.1; 15.6; 14.72; 14.18; 1.60; 211; 10.83; -4.31; 0.0; 74.6; 12.9; 51.2; 15.0;  ;  ;  ; 13.04; 218.6
30.08.2024 00:14:00; 90.2; 11.6; 72.9; 15.6; 14.72; 14.18; 1.60; 210; 11.07; -4.32; 0.0; 74.6; 12.9; 51.2; 15.0;  ;  ;  ; 13.09; 218.6
30.08.2024 00:15:00; 89.4; 11.6; 72.5; 15.6; 14.71; 14.17; 1.60; 210; 10.85; -4.34; 0.0; 74.6; 12.9; 51.2; 15.0;  ;  ;  ; 13.09; 218.6
30.08.2024 00:16:00; 89.2; 11.7; 72.4; 15.6; 14.71; 14.17; 1.60; 210; 10.85; -4.35; 0.0; 74.6; 12.9; 51.2; 14.9;  ;  ;  ; 13.09; 218.6
30.08.2024 00:17:00; 89.1; 11.7; 72.4; 15.7; 14.71; 14.17; 1.60; 209; 10.83; -4.36; 0.0; 74.6; 12.9; 51.2; 14.9;  ;  ;  ; 13.04; 218.6
30.08.2024 00:18:00; 88.6; 11.6; 72.4; 15.7; 14.70; 14.16; 1.60; 209; 10.83; -4.38; 0.0; 74.6; 12.8; 51.2; 14.9;  ;  ;  ; 13.09; 218.6
30.08.2024 00:19:00; 89.0; 11.6; 72.9; 15.7; 14.70; 14.16; 1.60; 208; 10.92; -4.39; 0.0; 74.6; 12.9; 51.2; 14.9;  ;  ;  ; 13.04; 218.6
30.08.2024 00:20:00; 89.2; 11.6; 73.2; 15.7; 14.70; 14.16; 1.60; 208; 10.94; -4.40; 0.0; 74.6; 12.9; 51.2; 14.9;  ;  ;  ; 13.09; 218.6
30.08.2024 00:21:00; 89.3; 11.5; 73.7; 15.7; 14.69; 14.15; 1.60; 208; 10.64; -4.42; 0.0; 74.6; 12.9; 51.2; 14.9;  ;  ;  ; 13.04; 218.6
30.08.2024 00:22:00; 90.4; 11.5; 74.0; 15.7; 14.69; 14.15; 1.60; 208; 10.78; -4.43; 0.0; 74.6; 12.9; 51.2; 14.9;  ;  ;  ; 13.14; 218.6
30.08.2024 00:23:00; 90.9; 11.5; 74.2; 15.7; 14.69; 14.14; 1.60; 208; 10.53; -4.44; 0.0; 74.6; 12.8; 51.2; 14.9;  ;  ;  ; 13.09; 218.6
30.08.2024 00:24:00; 91.1; 11.5; 74.6; 15.6; 14.68; 14.14; 1.60; 208; 10.82; -4.46; 0.0; 74.6; 12.9; 51.2; 14.9;  ;  ;  ; 13.09; 218.6
30.08.2024 00:25:00; 91.2; 11.5; 74.9; 15.6; 14.68; 14.14; 1.60; 209; 10.83; -4.47; 0.0; 74.6; 12.9; 51.2; 14.9;  ;  ;  ; 13.09; 218.6
30.08.2024 00:26:00; 91.5; 11.5; 75.1; 15.6; 14.68; 14.13; 1.60; 210; 10.73; -4.48; 0.0; 74.6; 12.9; 51.2; 14.9;  ;  ;  ; 13.04; 218.6
30.08.2024 00:27:00; 92.0; 11.5; 75.1; 15.6; 14.67; 14.13; 1.60; 210; 10.80; -4.50; 0.0; 74.6; 12.9; 51.2; 14.9;  ;  ;  ; 13.04; 218.6
30.08.2024 00:28:00; 91.7; 11.5; 75.1; 15.6; 14.67; 14.13; 1.60; 211; 10.71; -4.51; 0.0; 74.6; 12.9; 51.2; 14.9;  ;  ;  ; 13.09; 218.6
30.08.2024 00:29:00; 92.1; 11.5; 75.3; 15.5; 14.67; 14.12; 1.60; 214; 10.61; -4.52; 0.0; 74.6; 12.9; 51.2; 14.9;  ;  ;  ; 13.09; 218.6
30.08.2024 00:30:00; 91.9; 11.5; 75.4; 15.5; 14.66; 14.12; 1.60; 215; 10.80; -4.53; 0.0; 74.6; 12.8; 51.2; 14.9;  ;  ;  ; 13.09; 218.6
30.08.2024 00:31:00; 92.1; 11.5; 75.6; 15.4; 14.66; 14.11; 1.70; 216; 10.79; -4.55; 0.0; 74.6; 12.8; 51.2; 14.8;  ;  ;  ; 13.09; 218.6
30.08.2024 00:32:00; 92.3; 11.5; 76.7; 15.3; 14.66; 14.11; 1.70; 216; 10.83; -4.56; 0.0; 74.6; 12.9; 51.2; 14.8;  ;  ;  ; 13.09; 218.6
30.08.2024 00:33:00; 92.3; 11.4; 77.4; 15.1; 14.65; 14.11; 1.70; 217; 11.04; -4.57; 0.0; 74.6; 12.9; 51.2; 14.8;  ;  ;  ; 13.09; 218.6
30.08.2024 00:34:00; 92.4; 11.4; 77.8; 15.0; 14.65; 14.10; 1.70; 218; 10.83; -4.59; 0.0; 74.6; 12.9; 51.2; 14.8;  ;  ;  ; 13.09; 218.6
30.08.2024 00:35:00; 92.3; 11.4; 78.4; 15.0; 14.65; 14.10; 1.70; 219; 11.01; -4.60; 0.0; 74.6; 12.9; 51.2; 14.8;  ;  ;  ; 13.09; 218.6
30.08.2024 00:36:00; 92.6; 11.4; 78.1; 15.0; 14.64; 14.09; 1.70; 219; 11.03; -4.61; 0.0; 74.6; 12.9; 51.2; 14.8;  ;  ;  ; 13.09; 218.6
30.08.2024 00:37:00; 93.3; 11.5; 78.3; 15.0; 14.64; 14.09; 1.60; 220; 11.16; -4.63; 0.0; 74.6; 12.9; 51.2; 14.8;  ;  ;  ; 13.09; 218.6
30.08.2024 00:38:00; 93.1; 11.5; 77.9; 15.0; 14.64; 14.09; 1.60; 221; 11.21; -4.64; 0.0; 74.6; 12.9; 51.2; 14.8;  ;  ;  ; 13.09; 218.6
30.08.2024 00:39:00; 92.5; 11.5; 77.8; 15.0; 14.64; 14.08; 1.60; 223; 11.03; -4.65; 0.0; 74.6; 12.9; 51.2; 14.8;  ;  ;  ; 13.14; 218.6
30.08.2024 00:40:00; 92.4; 11.5; 77.6; 15.0; 14.63; 14.08; 1.60; 224; 11.05; -4.66; 0.0; 74.6; 12.9; 51.2; 14.8;  ;  ;  ; 13.09; 218.6
30.08.2024 00:41:00; 92.4; 11.5; 77.6; 14.9; 14.63; 14.08; 1.50; 224; 10.87; -4.67; 0.0; 74.6; 12.8; 51.2; 14.8;  ;  ;  ; 13.09; 218.6
30.08.2024 00:42:00; 92.4; 11.5; 78.0; 14.9; 14.62; 14.07; 1.50; 224; 11.02; -4.69; 0.0; 74.6; 12.9; 51.2; 14.8;  ;  ;  ; 13.09; 218.6
30.08.2024 00:43:00; 92.9; 11.5; 78.0; 14.9; 14.62; 14.07; 1.50; 224; 10.74; -4.70; 0.0; 74.6; 12.9; 51.2; 14.8;  ;  ;  ; 13.09; 218.6
30.08.2024 00:44:00; 92.5; 11.5; 77.6; 14.9; 14.62; 14.06; 1.50; 224; 11.00; -4.71; 0.0; 74.6; 12.9; 51.2; 14.8;  ;  ;  ; 13.04; 218.6
30.08.2024 00:45:00; 91.6; 11.4; 77.6; 14.9; 14.61; 14.06; 1.50; 223; 10.73; -4.73; 0.0; 74.6; 12.9; 51.2; 14.7;  ;  ;  ; 13.09; 218.6
30.08.2024 00:46:00; 91.8; 11.4; 77.6; 14.9; 14.61; 14.06; 1.50; 223; 10.80; -4.74; 0.0; 74.6; 12.8; 51.2; 14.8;  ;  ;  ; 13.09; 218.6
30.08.2024 00:47:00; 92.5; 11.4; 77.5; 14.9; 14.61; 14.05; 1.50; 222; 10.78; -4.75; 0.0; 74.6; 12.9; 51.2; 14.7;  ;  ;  ; 13.09; 218.6
