Úpské rašeliniště; 63100929; UTC+02

Labels:; RVT81 Vlhkost_0,3m; RVT81 Teplota_0,3m; RVT81 Vlhkost 2m; RVT81 Teplota 2m; PT100 Teplota; PT100 Teplota 2; WS200 Rychlost Větru; WS200 Směr Větru; Hukseflux; NR Lite 2; Srážkoměr; Vlhk. půdy 10cm; Tepl. půdy 10cm; Vlhk. půdy 25cm; Tepl. půdy 25cm; Abs. tlak vzduchu; RVT81 Teplota_SHT_0,3m; WS200 Quality; WS200 V-MAX; VACCU; Srážkoměr
22.06.2025 09:40:00; 38.0; 19.3; 40.9; 17.4; 9.54; 8.61; 1.30; 92; -83.13; 4.71; 0.0; 76.0; 9.4; 53.3; 11.3; 863.9; 19.3; 100.0; 4.50; 13.42; 1291.9
22.06.2025 09:50:00; 41.5; 19.5; 42.7; 17.4; 9.52; 8.63; 1.75; 105; -88.08; 6.07; 0.0; 76.0; 9.4; 53.3; 11.5; 863.9; 19.7; 100.0; 3.90; 13.53; 1291.9
22.06.2025 10:00:00; 41.2; 20.0; 43.2; 17.6; 9.51; 8.65; 2.15; 93; -88.63; 7.48; 0.0; 76.0; 9.4; 53.3; 11.7; 863.9; 20.1; 100.0; 4.10; 13.47; 1291.9
22.06.2025 10:10:00; 42.1; 20.1; 44.0; 17.8; 9.50; 8.68; 2.10; 103; -93.12; 8.93; 0.0; 76.0; 9.4; 53.3; 11.9; 863.8; 20.3; 100.0; 4.30; 13.50; 1291.9
22.06.2025 10:20:00; 43.0; 20.1; 45.7; 17.8; 9.49; 8.71; 2.35; 107; -94.77; 10.36; 0.0; 76.0; 9.4; 53.2; 12.1; 863.9; 20.3; 100.0; 6.10; 13.50; 1291.9
22.06.2025 10:30:00; 43.6; 20.1; 44.6; 17.7; 9.48; 8.74; 2.45; 107; -101.71; 11.91; 0.0; 76.0; 9.4; 53.2; 12.3; 863.9; 20.3; 100.0; 6.10; 13.47; 1291.9
22.06.2025 10:40:00; 43.2; 20.0; 44.4; 17.8; 9.47; 8.77; 2.20; 106; -102.64; 13.37; 0.0; 76.0; 9.4; 53.2; 12.6; 863.9; 20.0; 100.0; 5.00; 13.47; 1291.9
22.06.2025 10:50:00; 45.1; 20.4; 46.4; 17.8; 9.47; 8.81; 2.35; 99; -110.54; 14.79; 0.0; 76.0; 9.4; 53.1; 12.9; 863.8; 20.5; 100.0; 5.40; 13.47; 1291.9
22.06.2025 11:00:00; 44.5; 20.6; 46.6; 18.1; 9.47; 8.85; 2.70; 101; -113.27; 16.30; 0.0; 76.0; 9.4; 53.1; 13.1; 863.8; 20.7; 100.0; 6.60; 13.55; 1291.9
22.06.2025 11:10:00; 42.9; 20.6; 45.8; 18.0; 9.47; 8.89; 2.45; 102; -119.41; 17.85; 0.0; 76.0; 9.4; 53.1; 13.3; 863.7; 20.6; 100.0; 6.60; 13.32; 1291.9
22.06.2025 11:20:00; 43.6; 20.6; 45.7; 18.1; 9.47; 8.93; 2.70; 109; -128.70; 19.42; 0.0; 76.0; 9.4; 53.0; 13.6; 863.6; 20.7; 100.0; 5.30; 13.35; 1291.9
22.06.2025 11:30:00; 45.5; 20.5; 47.1; 17.9; 9.48; 8.98; 2.85; 104; -119.11; 20.89; 0.0; 76.0; 9.4; 53.0; 13.9; 863.6; 20.7; 100.0; 5.90; 13.32; 1291.9
22.06.2025 11:40:00; 42.6; 20.5; 45.1; 18.2; 9.49; 9.03; 2.30; 91; -126.60; 22.30; 0.0; 76.0; 9.4; 53.0; 14.1; 863.6; 20.7; 100.0; 5.90; 13.35; 1291.9
22.06.2025 11:50:00; 43.3; 21.2; 45.0; 18.8; 9.50; 9.09; 1.70; 105; -131.70; 23.72; 0.0; 76.0; 9.4; 52.9; 14.4; 863.7; 21.3; 100.0; 4.50; 13.32; 1291.9
22.06.2025 12:00:00; 42.3; 21.6; 46.6; 19.1; 9.52; 9.14; 1.20; 63; -128.97; 25.17; 0.0; 76.0; 9.4; 52.9; 14.7; 863.7; 21.5; 100.0; 4.00; 13.29; 1291.9
22.06.2025 12:10:00; 45.0; 21.7; 47.6; 19.0; 9.55; 9.21; 1.55; 17; -127.32; 26.54; 0.0; 76.0; 9.4; 52.9; 15.0; 863.6; 21.7; 100.0; 5.90; 13.32; 1291.9
22.06.2025 12:20:00; 44.3; 21.6; 46.3; 18.8; 9.57; 9.27; 2.35; 67; -121.80; 27.85; 0.0; 76.0; 9.4; 52.8; 15.3; 863.5; 21.8; 100.0; 6.30; 13.32; 1291.9
22.06.2025 12:30:00; 44.7; 21.4; 48.3; 18.7; 9.60; 9.33; 2.90; 96; -131.24; 29.10; 0.0; 76.0; 9.4; 52.8; 15.6; 863.4; 21.6; 100.0; 8.30; 13.35; 1291.9
22.06.2025 12:40:00; 45.7; 21.7; 48.1; 19.0; 9.64; 9.40; 2.65; 117; -130.59; 30.04; 0.0; 76.0; 9.4; 52.8; 15.9; 863.5; 21.8; 100.0; 8.30; 13.35; 1291.9
22.06.2025 12:50:00; 47.5; 21.8; 49.3; 19.3; 9.68; 9.47; 2.10; 168; -132.94; 30.73; 0.0; 76.0; 9.4; 52.7; 16.2; 863.5; 21.9; 100.0; 5.10; 13.29; 1291.9
22.06.2025 13:00:00; 45.7; 21.7; 47.6; 19.1; 9.73; 9.57; 2.60; 242; -136.53; 31.36; 0.0; 76.0; 9.4; 52.7; 16.5; 863.5; 21.5; 100.0; 6.60; 13.29; 1291.9
22.06.2025 13:10:00; 46.6; 21.3; 49.2; 18.8; 9.78; 9.71; 2.70; 275; -128.07; 32.02; 0.0; 76.0; 9.4; 52.6; 16.7; 863.4; 21.1; 100.0; 5.00; 13.32; 1291.9
22.06.2025 13:20:00; 49.6; 21.3; 51.0; 19.0; 9.84; 9.85; 2.35; 283; -135.64; 32.67; 0.0; 76.0; 9.4; 52.6; 16.9; 863.4; 21.3; 100.0; 5.50; 13.32; 1291.9
22.06.2025 13:30:00; 45.4; 22.0; 48.4; 19.5; 9.91; 10.00; 2.00; 261; -138.38; 33.29; 0.0; 76.0; 9.4; 52.6; 17.1; 863.4; 21.9; 100.0; 5.50; 13.35; 1291.9
22.06.2025 13:40:00; 45.9; 22.2; 49.3; 19.9; 9.98; 10.14; 1.75; 265; -129.21; 33.85; 0.0; 76.0; 9.4; 52.5; 17.3; 863.4; 22.3; 100.0; 4.40; 13.32; 1291.9
22.06.2025 13:50:00; 48.0; 22.0; 49.6; 19.8; 10.05; 10.28; 2.45; 278; -129.79; 34.27; 0.0; 76.0; 9.4; 52.5; 17.4; 863.4; 21.9; 100.0; 5.70; 13.35; 1291.9
22.06.2025 14:00:00; 46.8; 21.8; 50.1; 19.2; 10.13; 10.44; 2.90; 275; -139.98; 34.58; 0.0; 76.0; 9.4; 52.4; 17.6; 863.4; 21.6; 100.0; 6.00; 13.32; 1291.9
22.06.2025 14:10:00; 48.0; 21.6; 50.9; 19.3; 10.22; 10.62; 2.85; 270; -121.53; 34.84; 0.0; 76.0; 9.4; 52.4; 17.8; 863.3; 21.4; 100.0; 6.00; 13.32; 1291.9
22.06.2025 14:20:00; 48.5; 21.2; 51.1; 19.1; 10.31; 10.79; 3.10; 266; -118.56; 34.95; 0.0; 76.0; 9.4; 52.4; 17.9; 863.3; 21.1; 100.0; 6.30; 13.35; 1291.9
22.06.2025 14:30:00; 49.2; 21.3; 51.3; 19.3; 10.40; 10.99; 3.20; 258; -121.97; 34.95; 0.0; 76.0; 9.4; 52.3; 18.0; 863.2; 21.2; 100.0; 6.30; 13.37; 1291.9
22.06.2025 14:40:00; 49.5; 21.5; 49.9; 19.2; 10.50; 11.19; 2.95; 255; -129.19; 34.79; 0.0; 76.0; 9.4; 52.2; 18.1; 863.1; 21.4; 100.0; 6.20; 13.32; 1291.9
22.06.2025 14:50:00; 51.0; 21.6; 52.6; 19.5; 10.60; 11.38; 2.55; 248; -129.36; 34.57; 0.0; 76.0; 9.4; 52.1; 18.2; 863.0; 21.5; 100.0; 5.40; 13.32; 1291.9
22.06.2025 15:00:00; 48.2; 21.5; 50.2; 19.2; 10.70; 11.56; 2.50; 241; -129.04; 34.34; 0.0; 76.0; 9.4; 52.1; 18.3; 862.9; 21.4; 100.0; 5.00; 13.29; 1291.9
22.06.2025 15:10:00; 48.5; 21.5; 50.7; 19.4; 10.81; 11.76; 2.95; 243; -129.02; 33.97; 0.0; 76.0; 9.4; 52.0; 18.4; 862.9; 21.5; 100.0; 5.40; 13.35; 1291.9
22.06.2025 15:20:00; 49.4; 21.5; 50.4; 19.5; 10.92; 11.99; 3.40; 247; -129.54; 33.51; 0.0; 76.0; 9.4; 52.0; 18.5; 862.8; 21.4; 100.0; 5.80; 13.35; 1291.9
22.06.2025 15:30:00; 46.4; 21.7; 47.2; 19.6; 11.03; 12.21; 3.25; 252; -121.87; 33.04; 0.0; 76.0; 9.4; 52.0; 18.5; 862.9; 21.5; 100.0; 5.40; 13.35; 1291.9
22.06.2025 15:40:00; 47.7; 21.8; 48.7; 19.7; 11.14; 12.39; 2.80; 250; -111.70; 32.56; 0.0; 76.0; 9.4; 51.9; 18.6; 862.8; 21.7; 100.0; 4.60; 13.32; 1291.9
22.06.2025 15:50:00; 46.7; 21.7; 48.5; 19.7; 11.25; 12.54; 2.70; 240; -112.89; 32.06; 0.0; 76.0; 9.4; 51.9; 18.7; 862.7; 21.7; 100.0; 6.20; 13.35; 1291.9
22.06.2025 16:00:00; 46.5; 21.5; 47.3; 19.4; 11.36; 12.69; 2.75; 238; -108.42; 31.44; 0.0; 76.0; 9.4; 51.8; 18.7; 862.6; 21.5; 100.0; 6.20; 13.37; 1291.9
22.06.2025 16:10:00; 47.0; 21.5; 48.7; 19.5; 11.47; 12.83; 2.90; 240; -99.29; 30.68; 0.0; 76.0; 9.4; 51.8; 18.8; 862.5; 21.5; 100.0; 5.30; 13.37; 1291.9
22.06.2025 16:20:00; 45.9; 21.5; 45.4; 19.6; 11.58; 12.96; 3.00; 221; -97.90; 29.85; 0.0; 75.9; 9.4; 51.8; 18.8; 862.4; 21.5; 100.0; 5.20; 13.37; 1291.9
22.06.2025 16:30:00; 43.1; 21.4; 44.1; 19.7; 11.68; 13.08; 2.80; 196; -96.80; 28.92; 0.0; 75.9; 9.4; 51.7; 18.8; 862.4; 21.5; 100.0; 5.30; 13.40; 1291.9
22.06.2025 16:40:00; 44.5; 21.5; 45.4; 19.9; 11.79; 13.17; 2.90; 201; -88.40; 27.69; 0.0; 75.9; 9.4; 51.7; 18.8; 862.3; 21.5; 100.0; 5.30; 13.40; 1291.9
22.06.2025 16:50:00; 44.4; 21.4; 45.1; 19.8; 11.90; 13.25; 2.90; 202; -84.13; 26.24; 0.0; 75.9; 9.4; 51.7; 18.7; 862.2; 21.4; 100.0; 5.20; 13.37; 1291.9
22.06.2025 17:00:00; 44.5; 21.2; 45.2; 19.7; 12.00; 13.31; 2.85; 201; -82.69; 24.75; 0.0; 75.9; 9.4; 51.6; 18.7; 862.1; 21.2; 100.0; 4.70; 13.45; 1291.9
22.06.2025 17:10:00; 41.3; 21.1; 42.9; 19.5; 12.10; 13.36; 2.95; 200; -81.83; 23.30; 0.0; 75.9; 9.4; 51.6; 18.7; 862.0; 21.0; 100.0; 5.50; 13.55; 1291.9
22.06.2025 17:20:00; 44.2; 21.0; 45.6; 19.4; 12.20; 13.42; 3.00; 210; -76.12; 21.84; 0.0; 75.9; 9.4; 51.6; 18.6; 862.0; 21.0; 100.0; 5.70; 13.53; 1291.9
22.06.2025 17:30:00; 43.7; 20.9; 43.0; 19.4; 12.29; 13.47; 3.10; 222; -67.66; 20.48; 0.0; 75.9; 9.4; 51.5; 18.6; 861.9; 20.9; 100.0; 6.30; 13.58; 1291.9
22.06.2025 17:40:00; 41.0; 20.7; 41.1; 19.4; 12.38; 13.51; 3.05; 213; -67.05; 19.25; 0.0; 75.9; 9.4; 51.5; 18.5; 861.8; 20.7; 100.0; 6.30; 13.37; 1291.9
22.06.2025 17:50:00; 39.2; 20.6; 38.7; 19.3; 12.47; 13.54; 3.10; 210; -65.39; 18.10; 0.0; 75.9; 9.4; 51.5; 18.4; 861.6; 20.6; 100.0; 5.00; 13.37; 1291.9
